customer_id,country,age,gender,membership_tier,registration_to_now_date,registration_date,total_orders,total_spend_usd,avg_order_value_usd,days_since_last_purchase,preferred_category,preferred_device,preferred_payment_method,acquisition_channel,reviews_given,avg_review_score,return_rate,returns_made,wishlist_items,newsletter_subscribed,churned,age_group,registration_year,monthly_orders,monthly_spend
C01087,India,38,Female,Silver,118,2025/12/31,11,334.22,35.16,52,Home & Kitchen,Tablet,PayPal,Social Media,3,4.6,0.091,1,19,0,0,36-45,4,2.8,84.97
C02291,United Kingdom,37,Male,Silver,637,2024/7/30,5,334.21,61.09,45,Electronics,Tablet,Credit Card,Direct,0,2.9,0,0,2,0,0,36-45,21,0.24,15.74
C02890,Spain,30,Female,Free,1932,2021/1/12,5,334.19,66.05,34,Health & Wellness,Mobile,Bank Transfer,Email Campaign,1,4.2,0,0,0,0,0,25-35,64,0.08,5.19
C00313,India,31,Male,Free,1155,2023/2/28,7,333.31,49.66,211,Toys & Games,Tablet,PayPal,Paid Ad,2,4.5,0,0,0,0,1,25-35,39,0.18,8.66
C01408,France,33,Female,Free,1412,2022/6/16,6,333.3,61.29,29,Clothing & Apparel,Mobile,Credit Card,Organic Search,0,3.8,0,0,6,0,0,25-35,47,0.13,7.08
C06273,United Kingdom,23,Other,Gold,443,2025/2/9,23,333.29,16.52,88,Electronics,Mobile,UPI / Digital Wallet,Email Campaign,3,4.7,0.13,3,1,1,0,<25,15,1.56,22.57
C05909,United States,29,Female,Free,1231,2022/12/14,9,333.04,32.49,110,Clothing & Apparel,Desktop,PayPal,Email Campaign,2,4.5,0.111,1,19,0,0,25-35,41,0.22,8.12
C01553,Germany,26,Female,Free,837,2024/1/12,3,332.96,113.05,89,Books,Mobile,Debit Card,Social Media,0,3.4,0,0,1,1,0,25-35,28,0.11,11.93
C02351,United States,36,Female,Free,60,2026/2/27,9,332.95,36.48,74,Office Supplies,Desktop,Credit Card,Email Campaign,2,3.8,0,0,16,1,0,36-45,2,4.5,166.48
C00863,United States,34,Female,Free,1573,2022/1/6,6,332.74,50.87,160,Sports & Outdoors,Mobile,PayPal,Paid Ad,1,4.8,0,0,11,1,0,25-35,52,0.11,6.35
C02935,India,33,Female,Silver,61,2026/2/26,9,332.72,41.79,1,Health & Wellness,Desktop,Credit Card,Paid Ad,3,4,0,0,0,0,0,25-35,2,4.43,163.63
C00918,Singapore,38,Other,Silver,207,2025/10/3,10,332.06,33.88,17,Electronics,Mobile,Debit Card,Referral,0,3.8,0,0,10,0,0,36-45,7,1.45,48.12
C07291,Germany,18,Male,Silver,85,2026/2/2,8,331.92,41.97,44,Pet Supplies,Mobile,Credit Card,Direct,0,3.4,0,0,7,1,0,<25,3,2.82,117.15
C02748,Sweden,44,Female,Silver,290,2025/7/12,7,331.88,42.31,23,Food & Grocery,Mobile,Debit Card,Paid Ad,1,4.5,0,0,2,1,0,36-45,10,0.72,34.33
C02341,United States,18,Female,Silver,616,2024/8/20,25,331.84,13.32,60,Electronics,Desktop,UPI / Digital Wallet,Social Media,9,3.7,0,0,1,0,0,<25,21,1.22,16.16
C04340,Japan,31,Male,Free,277,2025/7/25,6,331.5,60.89,4,Toys & Games,Desktop,Credit Card,Direct,1,4.4,0,0,1,1,0,25-35,9,0.65,35.9
C07124,United States,19,Female,Free,529,2024/11/15,1,331.49,306.12,75,Travel & Luggage,Desktop,Credit Card,Social Media,0,4.5,0,0,5,1,0,<25,18,0.06,18.8
C01210,Singapore,36,Female,Gold,44,2026/3/15,4,331.45,78.99,29,Food & Grocery,Desktop,Debit Card,Organic Search,0,4.7,0,0,3,1,1,36-45,1,2.73,225.99
C06841,Canada,43,Female,Platinum,929,2023/10/12,2,331.15,184.78,21,Electronics,Mobile,UPI / Digital Wallet,Email Campaign,0,4.6,0,0,2,0,0,36-45,31,0.06,10.69
C04707,Brazil,42,Male,Gold,627,2024/8/9,6,331.01,64.26,187,Electronics,Desktop,Credit Card,Paid Ad,1,3,0,0,6,1,0,36-45,21,0.29,15.84
C04614,United Kingdom,18,Male,Silver,241,2025/8/30,8,330.93,43.59,145,Home & Kitchen,Desktop,Credit Card,Social Media,0,4.3,0,0,3,0,0,<25,8,1,41.19
C05494,United States,38,Female,Free,1091,2023/5/3,8,330.44,36.15,12,Home & Kitchen,Mobile,Credit Card,Organic Search,1,4.3,0,0,3,0,0,36-45,36,0.22,9.09
C00651,Canada,30,Male,Free,1080,2023/5/14,9,330.22,39.69,231,Jewelry & Accessories,Mobile,Credit Card,Email Campaign,0,4.5,0,0,2,0,0,25-35,36,0.25,9.17
C05175,Germany,45,Female,Gold,174,2025/11/5,2,330.21,145.17,144,Beauty & Personal Care,Desktop,Credit Card,Direct,0,4.2,0,0,9,0,1,36-45,6,0.34,56.93
C02335,Germany,35,Female,Free,40,2026/3/19,7,329.81,55,29,Health & Wellness,Tablet,PayPal,Organic Search,2,4.1,0,0,0,1,0,25-35,1,5.25,247.36
C00564,United Kingdom,18,Female,Free,596,2024/9/9,4,329.62,75.29,93,Pet Supplies,Tablet,PayPal,Paid Ad,0,4.9,0,0,6,0,0,<25,20,0.2,16.59
C00236,France,36,Female,Free,433,2025/2/19,7,329.53,42.71,21,Books,Desktop,Credit Card,Direct,0,2.8,0,0,4,1,0,36-45,14,0.48,22.83
C03013,India,51,Male,Free,510,2024/12/4,15,329.09,23.77,5,Health & Wellness,Mobile,Credit Card,Email Campaign,3,3.9,0.067,1,3,0,0,>45,17,0.88,19.36
C01243,Germany,28,Male,Free,1652,2021/10/19,5,328.91,77.05,29,Automotive,Desktop,UPI / Digital Wallet,Email Campaign,0,3.9,0,0,11,1,0,25-35,55,0.09,5.97
C02462,United Kingdom,43,Female,Free,432,2025/2/20,20,328.6,17.45,3,Home & Kitchen,Mobile,Debit Card,Organic Search,2,4.4,0.1,2,14,0,0,36-45,14,1.39,22.82
C02527,India,41,Female,Free,92,2026/1/26,4,328.33,75.44,15,Home & Kitchen,Desktop,UPI / Digital Wallet,Organic Search,1,4.4,0,0,0,1,0,36-45,3,1.3,107.06
C05103,United States,36,Male,Platinum,687,2024/6/10,4,328.3,75.05,51,Electronics,Mobile,Credit Card,Paid Ad,0,4.9,0,0,4,1,0,36-45,23,0.17,14.34
C01773,South Africa,38,Female,Free,767,2024/3/22,2,328.28,166.3,119,Health & Wellness,Desktop,Credit Card,Social Media,0,4.4,0,0,6,0,0,36-45,26,0.08,12.84
C03896,France,37,Female,Free,105,2026/1/13,4,328.28,83.32,52,Clothing & Apparel,Mobile,Debit Card,Email Campaign,0,4.7,0,0,4,0,0,36-45,4,1.14,93.79
C06219,Singapore,42,Male,Free,466,2025/1/17,17,328.14,17.41,29,Office Supplies,Mobile,Credit Card,Organic Search,4,3.3,0.059,1,6,1,0,36-45,16,1.09,21.12
C01923,United States,47,Female,Free,58,2026/3/1,9,327.67,38.96,15,Electronics,Desktop,PayPal,Paid Ad,0,4.6,0,0,6,1,0,>45,2,4.66,169.48
C00016,United States,33,Male,Free,520,2024/11/24,11,327.64,27.92,36,Health & Wellness,Mobile,Debit Card,Organic Search,2,4.1,0,0,11,1,0,25-35,17,0.63,18.9
C04686,Australia,40,Male,Free,675,2024/6/22,4,327.6,92.4,340,Books,Mobile,Bank Transfer,Paid Ad,1,4.9,0,0,10,1,0,36-45,23,0.18,14.56
C03464,United States,24,Female,Free,27,2026/4/1,5,327.59,73.82,53,Toys & Games,Desktop,Debit Card,Organic Search,0,4.7,0,0,6,1,0,<25,1,5.56,363.99
C02517,Germany,39,Male,Platinum,472,2025/1/11,12,326.52,24.5,7,Sports & Outdoors,Desktop,Credit Card,Social Media,3,3.8,0,0,3,0,0,36-45,16,0.76,20.75
C05563,United States,18,Male,Free,229,2025/9/11,6,326.29,62.27,14,Electronics,Mobile,UPI / Digital Wallet,Paid Ad,1,4.9,0,0,4,0,0,<25,8,0.79,42.75
C04898,Canada,19,Male,Free,827,2024/1/22,3,326.24,95.8,44,Food & Grocery,Desktop,Credit Card,Email Campaign,0,4.1,0,0,0,1,0,<25,28,0.11,11.83
C02429,India,23,Male,Free,1997,2020/11/8,27,326.02,12.91,9,Home & Kitchen,Tablet,Credit Card,Social Media,9,4.6,0.111,3,2,0,0,<25,67,0.41,4.9
C06461,United States,27,Male,Free,1350,2022/8/17,4,326.02,71.64,126,Clothing & Apparel,Desktop,UPI / Digital Wallet,Email Campaign,0,3.4,0,0,5,1,0,25-35,45,0.09,7.24
C00445,France,30,Female,Free,161,2025/11/18,6,325.85,52.22,66,Clothing & Apparel,Tablet,UPI / Digital Wallet,Email Campaign,0,3.6,0,0,3,1,0,25-35,5,1.12,60.72
C04479,United States,52,Female,Free,1110,2023/4/14,8,325.79,47.15,247,Books,Mobile,UPI / Digital Wallet,Organic Search,1,4.3,0,0,1,1,1,>45,37,0.22,8.81
C02381,United Kingdom,38,Female,Free,790,2024/2/28,5,325.77,57.53,40,Books,Desktop,Credit Card,Email Campaign,1,4.5,0,0,5,1,0,36-45,26,0.19,12.37
C07964,India,26,Female,Free,1461,2022/4/28,12,324.95,26.46,2,Home & Kitchen,Mobile,Debit Card,Paid Ad,1,3.6,0.083,1,4,1,0,25-35,49,0.25,6.67
C04661,United States,42,Female,Free,396,2025/3/28,4,324.86,73.83,136,Toys & Games,Mobile,UPI / Digital Wallet,Organic Search,1,4.8,0,0,3,1,0,36-45,13,0.3,24.61
C07126,Germany,35,Male,Silver,2054,2020/9/12,4,324.82,75.37,74,Jewelry & Accessories,Mobile,Credit Card,Referral,1,3.8,0,0,6,0,0,25-35,68,0.06,4.74
C03327,Spain,23,Female,Free,161,2025/11/18,7,324.59,47.46,25,Beauty & Personal Care,Tablet,Credit Card,Social Media,2,2.5,0.143,1,10,1,0,<25,5,1.3,60.48
C02661,Brazil,46,Male,Gold,632,2024/8/4,7,324.55,42.1,8,Food & Grocery,Desktop,Credit Card,Email Campaign,1,4.2,0,0,0,0,0,>45,21,0.33,15.41
C06055,United States,51,Female,Free,485,2024/12/29,9,324.53,32.98,99,Beauty & Personal Care,Desktop,Credit Card,Paid Ad,2,4.8,0.111,1,0,1,0,>45,16,0.56,20.07
C05247,Japan,31,Other,Free,507,2024/12/7,11,324.5,29.73,32,Electronics,Desktop,UPI / Digital Wallet,Social Media,0,4,0,0,2,1,0,25-35,17,0.65,19.2
C05666,United Kingdom,32,Female,Free,132,2025/12/17,8,324.46,38.85,12,Beauty & Personal Care,Desktop,Credit Card,Organic Search,2,4.3,0,0,0,0,0,25-35,4,1.82,73.74
C03738,United States,30,Female,Free,2706,2018/11/30,12,324.41,27.58,2,Clothing & Apparel,Mobile,Bank Transfer,Direct,2,3.8,0.083,1,2,1,0,25-35,90,0.13,3.6
C01912,United States,32,Male,Gold,98,2026/1/20,9,324.16,36.35,114,Pet Supplies,Desktop,Credit Card,Organic Search,0,4.3,0,0,4,0,0,25-35,3,2.76,99.23
C00306,France,42,Male,Free,406,2025/3/18,3,324.15,105.59,16,Sports & Outdoors,Mobile,Debit Card,Organic Search,0,3.1,0,0,5,1,0,36-45,14,0.22,23.95
C00752,Spain,26,Male,Silver,730,2024/4/28,8,324.14,37.97,8,Sports & Outdoors,Mobile,UPI / Digital Wallet,Social Media,0,4.4,0,0,2,1,0,25-35,24,0.33,13.32
C07945,Italy,27,Male,Silver,626,2024/8/10,7,324.06,42.42,36,Electronics,Desktop,PayPal,Organic Search,1,4.5,0,0,0,1,0,25-35,21,0.34,15.53
C05514,France,33,Female,Silver,42,2026/3/17,5,323.95,74.36,45,Health & Wellness,Mobile,Debit Card,Email Campaign,1,3.2,0,0,2,1,0,25-35,1,3.57,231.39
C00648,Germany,49,Female,Gold,235,2025/9/5,3,323.62,116.59,91,Food & Grocery,Mobile,Debit Card,Email Campaign,0,4.1,0,0,3,1,0,>45,8,0.38,41.31
C06702,United States,26,Male,Gold,397,2025/3/27,3,323.58,99.81,15,Clothing & Apparel,Mobile,PayPal,Organic Search,0,4.1,0,0,0,1,0,25-35,13,0.23,24.45
C03425,Spain,20,Male,Free,74,2026/2/13,10,323.43,37.89,62,Sports & Outdoors,Mobile,Credit Card,Organic Search,3,4.9,0,0,22,1,0,<25,2,4.05,131.12
C04425,Germany,24,Male,Platinum,326,2025/6/6,2,323.04,176.59,125,Sports & Outdoors,Desktop,UPI / Digital Wallet,Direct,0,4.9,0,0,4,0,1,<25,11,0.18,29.73
C06065,Singapore,39,Female,Free,467,2025/1/16,18,322.97,18.61,83,Electronics,Desktop,UPI / Digital Wallet,Organic Search,2,4,0.111,2,0,1,0,36-45,16,1.16,20.75
C07507,Spain,23,Female,Gold,759,2024/3/30,3,322.95,101.43,48,Books,Mobile,PayPal,Paid Ad,0,2.7,0,0,0,0,0,<25,25,0.12,12.76
C06511,United States,44,Female,Free,61,2026/2/26,6,322.88,51.47,55,Toys & Games,Mobile,Credit Card,Organic Search,2,3.9,0,0,3,0,0,36-45,2,2.95,158.79
C05313,United Kingdom,40,Female,Free,28,2026/3/31,3,322.64,117.27,236,Health & Wellness,Mobile,PayPal,Social Media,0,4,0,0,2,1,0,36-45,1,3.21,345.69
C02981,India,50,Male,Silver,225,2025/9/15,6,322.45,55.98,3,Pet Supplies,Mobile,Bank Transfer,Direct,0,4.4,0,0,2,1,0,>45,8,0.8,42.99
C01101,United Kingdom,38,Male,Silver,1361,2022/8/6,8,322.11,35.4,19,Home & Kitchen,Desktop,PayPal,Social Media,3,4.2,0,0,5,0,0,36-45,45,0.18,7.1
C07824,Canada,61,Female,Free,109,2026/1/9,7,321.22,41.64,27,Electronics,Mobile,Bank Transfer,Social Media,0,4.5,0,0,8,1,0,>45,4,1.93,88.41
C03062,Italy,39,Male,Free,582,2024/9/23,3,320.89,113.74,3,Clothing & Apparel,Desktop,Debit Card,Social Media,0,4.9,0,0,3,1,0,36-45,19,0.15,16.54
C07084,United States,43,Male,Free,535,2024/11/9,14,320.86,21.46,9,Books,Mobile,UPI / Digital Wallet,Email Campaign,3,4,0,0,2,0,0,36-45,18,0.79,17.99
C07272,Italy,29,Male,Free,69,2026/2/18,10,320.39,35.29,14,Toys & Games,Mobile,Bank Transfer,Direct,3,4.3,0,0,6,1,0,25-35,2,4.35,139.3
C02864,United States,45,Female,Platinum,2547,2019/5/8,2,320.36,155.38,49,Home & Kitchen,Mobile,Debit Card,Referral,0,4.2,0,0,10,1,0,36-45,85,0.02,3.77
C07491,United States,20,Female,Gold,29,2026/3/30,2,320.3,180.87,11,Clothing & Apparel,Mobile,PayPal,Email Campaign,0,3.2,0,0,3,1,0,<25,1,2.07,331.34
C04385,Germany,34,Female,Free,505,2024/12/9,8,320.27,38.3,10,Jewelry & Accessories,Desktop,Debit Card,Social Media,1,4,0,0,0,0,0,25-35,17,0.48,19.03
C01554,United States,44,Male,Silver,935,2023/10/6,5,320,73.32,28,Clothing & Apparel,Mobile,Credit Card,Direct,0,4,0,0,4,1,0,36-45,31,0.16,10.27
C00070,United States,54,Male,Silver,522,2024/11/22,8,320,43.06,22,Pet Supplies,Mobile,UPI / Digital Wallet,Email Campaign,1,3.5,0,0,7,0,0,>45,17,0.46,18.39
C03359,Canada,25,Male,Free,148,2025/12/1,5,319.6,65.64,27,Home & Kitchen,Mobile,PayPal,Referral,1,4.8,0,0,4,0,0,25-35,5,1.01,64.78
C00412,United States,44,Female,Free,674,2024/6/23,11,319.59,28.41,52,Electronics,Desktop,Debit Card,Email Campaign,2,4.2,0,0,11,0,0,36-45,22,0.49,14.23
C01611,United Kingdom,41,Female,Silver,1318,2022/9/18,3,319.43,121.45,9,Toys & Games,Mobile,Debit Card,Social Media,0,4.4,0,0,0,0,0,36-45,44,0.07,7.27
C07309,United States,27,Female,Silver,108,2026/1/10,5,319.43,64.6,63,Food & Grocery,Desktop,Buy Now Pay Later,Direct,1,3.7,0,0,3,1,0,25-35,4,1.39,88.73
C04273,South Korea,39,Female,Gold,1175,2023/2/8,5,319.39,70.86,64,Books,Mobile,Credit Card,Email Campaign,1,4.8,0,0,16,0,0,36-45,39,0.13,8.15
C00814,India,29,Male,Free,330,2025/6/2,6,318.36,60.91,20,Beauty & Personal Care,Tablet,Debit Card,Paid Ad,2,3.9,0,0,1,1,0,25-35,11,0.55,28.94
C00242,Mexico,47,Male,Platinum,252,2025/8/19,2,318.35,151.98,14,Travel & Luggage,Desktop,Debit Card,Organic Search,0,3.8,0,0,0,1,0,>45,8,0.24,37.9
C05193,India,27,Male,Gold,513,2024/12/1,2,318.28,142.12,5,Beauty & Personal Care,Tablet,Debit Card,Social Media,0,3.4,0,0,5,1,0,25-35,17,0.12,18.61
C06144,France,33,Female,Free,471,2025/1/12,5,318.03,61.78,121,Home & Kitchen,Mobile,Credit Card,Paid Ad,1,4.1,0,0,0,1,0,25-35,16,0.32,20.26
C07565,United States,45,Male,Silver,2127,2020/7/1,3,318,96.73,74,Food & Grocery,Desktop,Buy Now Pay Later,Organic Search,0,4.1,0,0,6,0,0,36-45,71,0.04,4.49
C05808,UAE,34,Other,Free,143,2025/12/6,5,317.53,61.04,124,Jewelry & Accessories,Mobile,Credit Card,Email Campaign,1,4.3,0,0,0,0,0,25-35,5,1.05,66.61
C02883,France,44,Male,Free,143,2025/12/6,5,317.51,66.78,72,Health & Wellness,Mobile,Credit Card,Social Media,1,3.6,0,0,10,0,0,36-45,5,1.05,66.61
C02844,Germany,60,Male,Free,844,2024/1/5,8,317.2,41.54,126,Pet Supplies,Desktop,Credit Card,Organic Search,1,3.8,0,0,4,1,0,>45,28,0.28,11.27
C04526,Australia,41,Male,Silver,290,2025/7/12,7,317.2,47.28,5,Clothing & Apparel,Desktop,Credit Card,Email Campaign,0,3.9,0,0,1,1,0,36-45,10,0.72,32.81
C01253,Germany,47,Male,Free,605,2024/8/31,7,316.65,52.77,25,Books,Mobile,Debit Card,Direct,0,3.8,0,0,4,1,1,>45,20,0.35,15.7
C02269,India,47,Female,Free,390,2025/4/3,2,316.31,141.43,40,Clothing & Apparel,Desktop,Debit Card,Paid Ad,0,4.4,0,0,13,1,0,>45,13,0.15,24.33
C04210,India,36,Male,Free,423,2025/3/1,5,316.16,61.16,158,Toys & Games,Desktop,Debit Card,Email Campaign,1,4,0,0,4,1,0,36-45,14,0.35,22.42
C00333,Turkey,26,Male,Gold,327,2025/6/5,2,315.98,180.96,47,Books,Mobile,Debit Card,Organic Search,0,4.9,0,0,2,1,1,25-35,11,0.18,28.99
C04767,United Kingdom,33,Female,Free,116,2026/1/2,10,315.83,30.73,57,Beauty & Personal Care,Mobile,Debit Card,Organic Search,3,3.3,0,0,12,1,0,25-35,4,2.59,81.68
C04609,United States,25,Female,Gold,1144,2023/3/11,3,315.01,97.54,42,Home & Kitchen,Mobile,Credit Card,Email Campaign,0,3.7,0,0,25,0,1,25-35,38,0.08,8.26
C02945,Australia,32,Female,Silver,36,2026/3/23,6,314.81,56.4,27,Office Supplies,Mobile,Credit Card,Social Media,2,4.6,0,0,13,0,0,25-35,1,5,262.34
C03782,India,18,Female,Silver,115,2026/1/3,4,314.78,70.49,47,Electronics,Mobile,UPI / Digital Wallet,Organic Search,1,4.5,0,0,0,0,0,<25,4,1.04,82.12
C07547,Poland,33,Male,Silver,430,2025/2/22,3,314.63,104.1,177,Food & Grocery,Mobile,PayPal,Social Media,0,3.8,0,0,7,0,0,25-35,14,0.21,21.95
C01562,South Korea,38,Other,Free,309,2025/6/23,5,314.4,63.73,12,Beauty & Personal Care,Mobile,Credit Card,Organic Search,1,4.5,0,0,1,0,0,36-45,10,0.49,30.52
C07680,Brazil,28,Female,Platinum,97,2026/1/21,1,314.3,345.92,231,Electronics,Mobile,Debit Card,Email Campaign,0,3.7,0,0,10,0,1,25-35,3,0.31,97.21
C01024,India,18,Male,Gold,827,2024/1/22,4,313.76,81.2,81,Home & Kitchen,Desktop,Credit Card,Social Media,1,4.3,0,0,4,1,0,<25,28,0.15,11.38
C07877,United States,51,Female,Free,68,2026/2/19,11,313.72,24.92,80,Pet Supplies,Desktop,PayPal,Social Media,2,4,0.091,1,2,1,0,>45,2,4.85,138.41
C03927,France,34,Other,Free,136,2025/12/13,4,313.28,82.98,15,Clothing & Apparel,Desktop,PayPal,Direct,0,4.1,0,0,1,1,0,25-35,5,0.88,69.11
C04968,UAE,39,Male,Free,140,2025/12/9,6,313.04,54.09,8,Health & Wellness,Mobile,Credit Card,Organic Search,1,4.8,0,0,0,1,0,36-45,5,1.29,67.08
C05930,United Kingdom,32,Female,Free,157,2025/11/22,3,312.97,106.62,45,Sports & Outdoors,Desktop,Debit Card,Social Media,0,4.6,0,0,3,0,0,25-35,5,0.57,59.8
C02219,United States,34,Female,Silver,86,2026/2/1,5,312.88,56.73,11,Electronics,Mobile,Debit Card,Paid Ad,1,4.7,0,0,6,0,0,25-35,3,1.74,109.14
C00930,Turkey,20,Male,Free,326,2025/6/6,17,312.73,16.78,11,Electronics,Desktop,Credit Card,Organic Search,3,3.9,0.059,1,7,0,0,<25,11,1.56,28.78
C07344,Australia,27,Male,Free,2020,2020/10/16,17,312.51,19.32,40,Clothing & Apparel,Desktop,Buy Now Pay Later,Paid Ad,2,4.5,0.059,1,4,1,0,25-35,67,0.25,4.64
C06361,South Africa,61,Male,Silver,938,2023/10/3,7,312.48,49.18,140,Travel & Luggage,Mobile,UPI / Digital Wallet,Paid Ad,0,4.7,0.143,1,5,0,0,>45,31,0.22,9.99
C01207,United States,27,Female,Silver,142,2025/12/7,3,312.48,95.15,27,Sports & Outdoors,Mobile,Credit Card,Email Campaign,1,4.9,0,0,6,0,0,25-35,5,0.63,66.02
C07515,United States,42,Male,Silver,1460,2022/4/29,18,311.56,15.86,23,Books,Tablet,Debit Card,Email Campaign,1,4.9,0,0,2,1,0,36-45,49,0.37,6.4
C04926,Italy,38,Female,Gold,2085,2020/8/12,8,311.51,35.78,7,Electronics,Mobile,Debit Card,Referral,0,4.4,0,0,0,0,0,36-45,70,0.12,4.48
C07637,United Kingdom,51,Other,Free,331,2025/6/1,8,311.17,38.71,61,Health & Wellness,Mobile,Credit Card,Paid Ad,2,3.2,0.125,1,3,1,0,>45,11,0.73,28.2
C02422,South Korea,38,Female,Free,485,2024/12/29,5,310.86,63.15,31,Clothing & Apparel,Mobile,Cryptocurrency,Social Media,0,4.7,0,0,1,1,0,36-45,16,0.31,19.23
C03674,United Kingdom,49,Female,Free,231,2025/9/9,4,310.45,68.41,23,Sports & Outdoors,Desktop,PayPal,Direct,1,3.4,0,0,0,1,0,>45,8,0.52,40.32
C03554,India,25,Female,Silver,503,2024/12/11,8,310.05,35.24,111,Automotive,Mobile,Credit Card,Social Media,2,4.7,0,0,4,1,0,25-35,17,0.48,18.49
C04695,United States,35,Female,Free,1868,2021/3/17,3,309.24,92.59,81,Toys & Games,Tablet,PayPal,Direct,0,4.4,0,0,4,1,0,25-35,62,0.05,4.97
C01251,United Kingdom,48,Male,Platinum,158,2025/11/21,8,309.22,36.93,18,Sports & Outdoors,Desktop,Credit Card,Organic Search,0,4.9,0,0,6,1,0,>45,5,1.52,58.71
C02550,United Kingdom,42,Female,Silver,859,2023/12/21,12,308.97,27.81,2,Toys & Games,Mobile,Credit Card,Email Campaign,1,4.3,0.083,1,5,0,0,36-45,29,0.42,10.79
C00744,Australia,45,Male,Free,4334,2014/6/16,6,308.95,54.22,2,Books,Desktop,Credit Card,Paid Ad,1,4.3,0,0,0,1,0,36-45,144,0.04,2.14
C04816,Germany,43,Male,Silver,1945,2020/12/30,6,308.83,45.39,55,Beauty & Personal Care,Mobile,Buy Now Pay Later,Email Campaign,1,3.6,0,0,3,0,0,36-45,65,0.09,4.76
C04616,Japan,48,Female,Free,460,2025/1/23,10,308.62,27.62,90,Pet Supplies,Desktop,Debit Card,Email Campaign,1,3.7,0.1,1,2,0,0,>45,15,0.65,20.13
C00357,Japan,35,Female,Gold,73,2026/2/14,11,308.52,28.39,4,Clothing & Apparel,Mobile,PayPal,Paid Ad,3,4.1,0,0,4,0,0,25-35,2,4.52,126.79
C07582,United States,28,Male,Free,86,2026/2/1,11,308.27,25.49,62,Pet Supplies,Mobile,Credit Card,Organic Search,2,3.8,0,0,3,1,0,25-35,3,3.84,107.54
C06029,United States,18,Female,Free,188,2025/10/22,6,307.94,46.82,41,Health & Wellness,Mobile,PayPal,Direct,1,4.2,0,0,6,1,0,<25,6,0.96,49.14
C07785,Germany,45,Male,Free,28,2026/3/31,36,307.43,9.02,80,Clothing & Apparel,Mobile,Cryptocurrency,Organic Search,6,4.5,0.083,3,1,1,0,36-45,1,38.57,329.39
C07985,Japan,33,Male,Silver,249,2025/8/22,9,307.4,34.9,42,Pet Supplies,Mobile,PayPal,Paid Ad,2,3.5,0,0,7,0,0,25-35,8,1.08,37.04
C07717,United Kingdom,45,Male,Gold,395,2025/3/29,5,307.15,70.84,88,Electronics,Mobile,Credit Card,Organic Search,0,3.8,0,0,9,1,0,36-45,13,0.38,23.33
C06449,Canada,67,Male,Free,294,2025/7/8,4,307.15,78.73,55,Electronics,Mobile,PayPal,Direct,0,3.8,0,0,0,0,0,>45,10,0.41,31.34
C04258,United States,27,Male,Free,75,2026/2/12,5,306.99,59.48,27,Jewelry & Accessories,Mobile,Credit Card,Email Campaign,1,3.8,0,0,1,0,0,25-35,3,2,122.8
C03285,United States,27,Female,Gold,278,2025/7/24,4,306.71,78.21,24,Beauty & Personal Care,Mobile,Credit Card,Direct,0,3.8,0,0,1,1,0,25-35,9,0.43,33.1
C03459,Turkey,23,Female,Free,925,2023/10/16,3,306.57,111.6,116,Beauty & Personal Care,Desktop,UPI / Digital Wallet,Organic Search,0,4.5,0,0,3,0,0,<25,31,0.1,9.94
C01304,Singapore,22,Female,Free,137,2025/12/12,9,306.36,39.01,8,Electronics,Tablet,UPI / Digital Wallet,Referral,2,4.6,0,0,1,1,0,<25,5,1.97,67.09
C03259,Italy,32,Female,Silver,1532,2022/2/16,4,306.15,82.78,21,Beauty & Personal Care,Mobile,Buy Now Pay Later,Email Campaign,0,4,0,0,0,0,0,25-35,51,0.08,6
C04869,France,58,Female,Silver,689,2024/6/8,6,306.02,55.24,69,Toys & Games,Desktop,Credit Card,Email Campaign,1,4.2,0,0,1,0,0,>45,23,0.26,13.32
C05938,India,37,Female,Free,241,2025/8/30,7,305.97,43.29,63,Sports & Outdoors,Mobile,Debit Card,Social Media,1,4.1,0,0,10,1,0,36-45,8,0.87,38.09
C02207,India,42,Male,Free,69,2026/2/18,6,305.81,54.07,41,Electronics,Desktop,Credit Card,Paid Ad,0,3.4,0,0,0,0,0,36-45,2,2.61,132.96
C00945,India,28,Male,Free,536,2024/11/8,5,305.5,65.2,51,Sports & Outdoors,Mobile,Credit Card,Social Media,1,4.4,0,0,1,0,0,25-35,18,0.28,17.1
C04567,South Korea,20,Female,Free,1117,2023/4/7,1,305.13,280.96,58,Clothing & Apparel,Mobile,PayPal,Social Media,0,4.9,0,0,0,1,0,<25,37,0.03,8.2
C00928,France,38,Male,Free,128,2025/12/21,4,304.88,67.43,54,Electronics,Mobile,Credit Card,Referral,0,3.8,0,0,5,1,0,36-45,4,0.94,71.46
C07168,France,32,Male,Free,1232,2022/12/13,5,304.59,66.99,34,Books,Desktop,Credit Card,Organic Search,0,4.6,0,0,2,0,0,25-35,41,0.12,7.42
C02642,Germany,38,Female,Silver,694,2024/6/3,3,304.58,110.14,11,Food & Grocery,Tablet,Debit Card,Organic Search,0,3.7,0,0,0,1,0,36-45,23,0.13,13.17
C00764,United Kingdom,23,Male,Free,212,2025/9/28,4,304.52,72.68,85,Sports & Outdoors,Tablet,UPI / Digital Wallet,Paid Ad,1,4.8,0,0,9,1,0,<25,7,0.57,43.09
C00895,United States,43,Male,Free,134,2025/12/15,3,304.47,101.54,51,Pet Supplies,Mobile,Debit Card,Direct,0,4.6,0,0,3,0,1,36-45,4,0.67,68.16
